perc_premium_paid_by_cash_credit,age_in_days,Income,Count_3.6_months_late,Count_6.12_months_late,Count_more_than_12_months_late,application_underwriting_score,no_of_premiums_paid,sourcing_channel,residence_area_type,premium,renewal
0.007,32131,183270,0,0,0,NA,6,A,Urban,3300,1
0.071,20817,232610,3,0,0,99.53,11,B,Rural,15900,1
0.053,11321,250110,0,0,0,99.25,6,B,Rural,22200,1
0.064,19358,118760,0,0,0,98.56,4,C,Urban,5700,1
0.069,16799,425080,2,0,0,98.75,17,A,Urban,26400,1
0.729,14970,82640,0,0,0,93.3,7,C,Rural,3300,1
0.513,11692,200050,0,1,0,99.84,9,B,Rural,13800,0
0.1,16431,230280,0,0,0,99.5,12,A,Urban,22200,1
0.987,16433,240130,0,0,0,97.9,15,B,Urban,9600,1
0.355,24463,196900,1,0,0,99.42,10,A,Rural,13800,1
0.04,21185,450050,0,0,0,99.42,19,C,Urban,43200,1
0.047,12055,212510,0,0,0,99.08,10,B,Urban,13800,1
0.141,21913,204070,0,0,0,99.66,12,A,Rural,5400,1
0.016,19721,283610,1,0,0,99.81,9,A,Urban,3300,1
0.826,9135,86470,0,0,0,99.61,6,A,Urban,7500,1
1,10965,125100,1,1,0,99.75,8,B,Urban,3300,1
0,14972,180060,0,0,0,98.56,11,A,Urban,13800,1
0,25928,110870,0,0,0,99.6,11,B,Urban,7500,1
0.113,25564,315080,0,0,0,99.21,10,B,Rural,13800,1
0.243,14243,228100,0,0,0,98.25,13,A,Urban,20100,1
0.062,21175,165060,1,0,1,99.19,18,B,Urban,9600,1
0.482,18627,300140,0,0,0,98.9,10,A,Urban,18000,1
0.076,23002,112320,0,0,0,98.84,11,B,Urban,5400,1
0.01,24098,300050,0,0,0,99.39,12,A,Rural,15900,1
0.172,17534,210080,0,0,0,99.51,11,A,Urban,5400,1
1,8035,75130,0,0,0,NA,3,A,Rural,3300,1
0.059,27015,198300,2,0,0,99.65,9,A,Urban,7500,1
0.486,19719,650080,0,0,0,99.69,9,D,Urban,28500,1
0,21181,171520,0,0,0,99.59,14,A,Urban,9600,1
0.1,20810,345150,0,0,0,99.52,8,A,Urban,15900,1
0.658,22274,195210,0,0,0,98.93,11,A,Urban,9600,1
0.211,18265,60100,3,0,0,99.46,9,D,Rural,1200,0
0.467,13876,293200,1,0,0,99.53,10,D,Rural,1200,1
0.594,10964,150150,0,0,0,99.39,8,A,Urban,7500,1
1,9140,90080,0,4,0,99.82,2,A,Rural,5700,1
0.148,17897,210150,0,0,0,98.83,17,C,Urban,9600,1
0,28849,284850,0,0,0,99.01,15,A,Rural,22200,1
0.003,27749,315100,0,0,0,99.76,9,A,Urban,9600,1
1,15702,68280,4,0,0,97.92,7,C,Rural,3300,0
0.562,9140,120050,0,0,0,99.3,9,A,Urban,7500,1
0.053,14607,178160,0,0,0,98.69,13,C,Urban,13800,1
0,12054,210100,0,0,0,99.53,8,A,Rural,9600,1
0.734,16805,360080,0,0,0,98.89,15,C,Urban,20100,1
0.038,16796,250100,0,0,0,99.34,6,E,Urban,13800,1
0.862,21540,170130,0,0,0,99.63,6,B,Urban,1200,1
0.027,23738,450050,0,0,0,99.66,14,D,Urban,20100,1
0.024,15702,218860,0,0,0,98.64,6,A,Urban,11700,1
0.012,20813,577560,1,0,0,98.26,23,A,Urban,45300,1
1,12059,123120,NA,NA,NA,NA,2,B,Rural,9600,0
0.011,16432,207150,0,0,0,98.27,19,A,Rural,3300,1
0.244,24828,112630,0,0,0,99.01,16,A,Rural,9600,1
0.035,14611,345140,0,0,0,99.54,11,D,Urban,13800,1
0.017,19357,81990,0,0,1,99.85,5,C,Urban,3300,1
0.591,10600,102910,1,0,0,99.2,13,C,Urban,5400,1
0.295,11327,91480,0,0,0,98.67,11,A,Urban,5400,1
0,14612,313710,0,0,0,99.33,8,A,Rural,7500,1
0.038,22270,75120,0,0,0,99.32,10,A,Rural,3300,1
0.016,20448,217530,0,0,0,99.7,9,A,Urban,7500,1
0.018,12425,215040,0,0,0,98.38,16,A,Urban,13800,1
0.188,21912,300040,0,0,0,98.9,17,A,Rural,7500,1
0.614,17890,126150,0,0,0,98.77,14,B,Urban,7500,1
0.3,24830,328860,0,1,0,99.02,16,B,Urban,18000,1
0.547,13154,300970,2,0,0,99.33,10,C,Rural,24300,1
0.048,21185,135040,0,0,0,99.04,13,B,Urban,7500,1
0.05,20819,237100,0,0,0,99.48,10,A,Rural,22200,1
0.291,17897,90140,0,0,0,98.25,10,B,Urban,5400,1
0,23004,117100,0,0,0,98.68,6,A,Rural,3300,1
0.886,11329,350050,1,0,0,99.36,10,A,Rural,9600,1
0.917,14241,196560,2,0,0,98.72,21,A,Urban,18000,0
0.054,24828,75060,1,0,0,98.18,11,A,Rural,5400,1
0,18625,228950,0,0,0,98.61,23,C,Urban,11700,1
0.006,26287,273840,0,0,0,99.29,8,A,Urban,13800,1
0.476,9863,68700,0,0,0,99.37,4,A,Rural,3300,0
0.005,16804,282600,0,0,0,99.84,8,A,Urban,11700,1
0.252,16066,90130,0,0,0,97.95,4,A,Urban,5400,1
0.001,30304,450150,0,0,0,99.69,19,B,Urban,32700,1
0.664,26295,73480,0,0,0,96.11,13,A,Urban,3300,1
0.062,21175,306250,0,0,0,99.13,11,D,Rural,24300,1
1,14978,46880,0,0,0,99.82,4,A,Urban,3300,1
0.003,14247,212570,0,0,0,99.18,8,A,Rural,15900,1
0.182,14610,142560,1,0,0,97.97,23,B,Rural,9600,0
0.074,23005,100030,0,0,0,99.2,10,B,Rural,5400,1
0.19,12050,180100,0,0,0,99.77,12,C,Urban,15900,1
0,25192,53400,0,0,0,98.66,8,A,Rural,3300,1
0,16795,30120,0,0,0,99.89,10,A,Urban,1200,1
0,14978,140570,0,0,0,98.84,7,B,Rural,5400,1
0.326,16439,330030,0,0,0,99.02,10,B,Rural,32700,1
0.115,22638,414240,0,0,0,99.6,10,A,Urban,28500,1
0.053,11695,72080,0,0,0,98.82,10,C,Rural,1200,1
0.044,28478,142880,1,0,0,99.78,9,A,Rural,13800,1
0,31037,255050,0,0,0,NA,5,A,Urban,13800,1
0,17898,330110,0,0,0,99.33,17,D,Urban,36900,1
1,10600,69310,1,0,0,98.96,5,A,Urban,3300,1
0.126,29940,37540,0,0,0,94.93,24,A,Rural,5700,1
0,10963,104480,0,0,0,99.58,5,D,Urban,7500,1
0.086,18264,273480,0,0,0,99.22,9,A,Rural,13800,1
0.013,17895,66040,0,0,0,99.24,22,C,Rural,3300,1
0.007,24460,120120,0,0,0,99.89,6,A,Urban,5700,1
0.75,9861,140090,0,0,0,99.75,5,A,Urban,7500,1
0.138,15338,229660,0,1,0,99,21,A,Urban,1200,1
0.992,12787,210030,1,0,0,98.65,15,B,Rural,18000,1
0.28,18994,245970,0,0,0,99.72,13,A,Urban,5400,1
0.005,14243,258770,0,0,0,98.96,6,C,Urban,13800,1
0.822,13152,337550,0,0,0,99.02,14,C,Rural,1200,1
0.104,18620,429120,0,0,0,99.16,19,D,Rural,1200,1
0.038,16075,248590,0,0,0,99.39,6,C,Rural,1200,1
0.425,13149,741290,0,0,0,99.36,11,B,Rural,57900,1
1,12786,92640,0,0,0,99.16,11,A,Rural,3300,1
0.49,26652,309900,1,0,0,99.59,8,A,Urban,20100,1
0.514,11330,70330,0,0,0,99.39,5,A,Urban,5700,1
0.738,13877,150040,0,0,0,99.56,5,A,Rural,7500,1
0.967,19719,281130,0,0,0,98.51,10,A,Urban,24300,1
0.214,10963,102580,0,0,0,98.53,12,B,Rural,3300,1
0.169,13875,510120,0,0,0,99.35,19,C,Rural,36900,1
0.005,22275,300070,0,0,0,99.47,27,A,Urban,3300,1
0,24826,114150,0,0,0,99.68,7,A,Urban,1200,1
0.238,26652,125080,3,0,0,98.37,21,B,Rural,3300,1
0.289,14614,220630,0,0,0,99.78,9,E,Urban,13800,1
0.354,18986,360030,1,0,0,98.84,13,A,Urban,22200,1
0.149,21907,345130,0,0,0,99.87,7,A,Urban,30600,1
0.308,14242,179240,1,0,0,98.84,8,C,Rural,7500,0
0.141,26293,48730,0,0,0,99.81,3,A,Urban,5700,1
0.025,24102,117570,3,0,0,99.15,13,A,Rural,5400,1
0,13881,414590,0,0,0,99.21,10,C,Urban,28500,1
0.79,17535,176560,0,0,0,98.76,12,A,Rural,5400,1
0.306,20818,267550,0,0,0,98.97,33,B,Rural,18000,1
0.301,23008,269580,0,0,0,99.22,12,B,Urban,20100,1
1,29575,77030,1,0,0,97.96,5,A,Urban,3300,1
0.053,14245,239110,0,0,0,99.14,10,D,Urban,9600,1
1,23366,177630,0,0,0,99.32,7,A,Rural,13800,1
0.215,23000,102100,0,0,0,98.13,19,A,Urban,9600,1
0.723,21909,150040,1,0,0,98.52,7,C,Rural,1200,1
0.301,28478,272580,0,0,0,99.1,20,A,Urban,20100,1
0.116,30301,195060,0,0,0,99.31,18,B,Rural,7500,1
0.112,17528,159060,0,0,0,98.94,11,B,Rural,7500,1
0.048,25558,30130,0,0,0,99.81,11,A,Urban,5700,1
0.024,17893,126130,0,0,0,99.14,8,C,Urban,5400,1
0,23000,111070,0,0,0,99.6,11,A,Rural,5400,0
0.048,22639,975050,0,0,0,99.58,21,B,Rural,53700,1
0,22644,61130,1,0,0,99.49,9,A,Urban,3300,1
0.317,20816,182550,0,0,0,98.48,8,D,Rural,11700,1
0.018,25564,171970,0,0,0,99.1,20,A,Urban,9600,1
0.283,14610,75040,0,0,0,99.88,4,A,Rural,5400,1
0,13146,204030,0,0,0,99.7,8,C,Rural,3300,1
0.318,16434,180090,2,0,0,99.4,7,A,Rural,7500,1
0.027,22275,425620,0,0,0,99.46,16,B,Urban,15900,1
0.004,16798,180030,2,0,0,99.19,9,C,Rural,11700,1
0.458,16805,161390,0,0,0,99.03,9,A,Rural,11700,1
0.291,19360,113640,0,0,0,99,12,C,Urban,7500,1
0.188,24105,171100,0,0,0,98.77,18,A,Urban,11700,1
0.131,10600,204140,0,0,0,99.71,7,A,Rural,5400,1
0.633,18994,536310,0,0,0,99.41,19,A,Urban,3300,1
0.022,14248,145740,1,0,0,99.85,11,C,Rural,11700,1
0.424,14615,125250,0,0,0,98.67,7,A,Rural,5400,1
0.023,23367,171080,0,0,0,99.5,13,A,Urban,9600,1
0.823,13146,407600,0,0,0,99.19,14,D,Rural,13800,1
0.026,17895,158670,0,0,0,99.67,7,B,Rural,9600,1
0.22,18255,132510,0,0,0,98.36,16,C,Urban,9600,1
0.084,15343,175620,0,1,0,98.14,11,B,Urban,1200,1
1,18626,61550,0,0,0,99.19,5,A,Rural,5400,0
0.037,28484,88590,0,0,0,99.89,5,A,Urban,5400,1
0.054,21184,422580,0,0,0,99.38,13,D,Urban,3300,1
0.695,12785,75150,0,0,0,96.75,16,B,Urban,5400,1
0.398,11690,115560,1,0,0,99.12,6,A,Rural,7500,1
0.471,11322,149390,0,0,0,99.23,8,A,Urban,5400,1
0.143,16801,235730,0,0,0,99.63,22,A,Rural,7500,1
0.022,23009,223090,0,0,0,99.87,21,A,Urban,1200,1
0.004,14971,375150,0,0,0,99.25,12,A,Rural,20100,1
0.563,15339,225130,0,0,0,98.81,18,B,Urban,13800,1
0.396,18621,250110,0,0,0,99.8,12,B,Urban,11700,1
0.05,17166,283900,0,0,0,99.02,13,D,Urban,13800,1
0.182,14971,147960,1,0,0,98.75,18,A,Rural,18000,1
0.172,14980,300150,0,0,0,99.13,11,B,Rural,18000,1
0.652,18621,153080,0,0,0,99.04,10,A,Urban,5400,1
0.97,16796,519040,0,0,1,98.72,21,D,Urban,34800,1
0.683,16797,210060,0,0,0,99.07,13,C,Rural,20100,1
0.001,28476,125010,0,0,0,NA,6,B,Rural,5400,1
0.039,20085,374100,0,0,0,99.46,10,D,Rural,36900,1
0.58,17893,231370,0,0,0,99.13,12,B,Rural,11700,0
0,12051,240050,0,0,0,99.12,9,C,Urban,1200,1
0.081,24099,321800,0,0,0,99,19,A,Urban,13800,1
0.105,23001,189760,0,0,0,99.29,12,C,Rural,5400,1
0.203,11693,174060,1,0,0,99.02,10,B,Urban,7500,1
1,17899,177070,3,7,1,99.31,5,C,Urban,9600,0
0.008,23730,134180,0,0,0,99.89,8,A,Rural,7500,1
0.828,20448,475320,3,0,0,99.45,9,B,Urban,20100,1
0.024,10593,197600,0,0,0,99.89,4,A,Urban,15900,1
0.273,19350,245040,0,0,0,98.34,23,C,Rural,11700,1
0,10959,63100,0,0,0,99.44,5,A,Urban,3300,0
0.84,16069,156110,3,1,1,97.72,13,B,Rural,7500,1
0.076,20450,235090,0,0,0,98.73,15,A,Rural,18000,1
0.114,17162,216210,0,0,0,99.16,13,D,Rural,22200,1
0.211,17895,135150,0,0,0,99.01,7,A,Urban,9600,1
0.284,23372,90060,0,0,0,98.71,11,A,Urban,7500,1
0.446,17163,145110,1,0,0,98.84,7,D,Rural,1200,0
0.01,23003,100020,0,0,0,99.47,11,A,Urban,3300,1
0.026,24834,150130,0,0,0,99.71,10,A,Urban,3300,1
0.01,16800,99830,0,0,0,97.47,8,C,Rural,1200,1
1,13147,180140,0,0,0,99.59,4,C,Rural,9600,1
0.481,16440,182780,0,0,0,98.87,15,B,Urban,1200,1
0.578,18987,192040,1,0,1,98.62,12,A,Urban,11700,0
1,18992,196050,0,1,0,99.36,10,B,Urban,11700,1
0.029,20811,564150,0,0,0,99.54,13,D,Urban,32700,1
1,10957,94310,0,0,1,98.04,3,A,Rural,5400,0
0.089,29212,78070,1,0,0,99.29,19,A,Rural,5700,1
0.134,20817,105100,0,0,0,99.62,9,C,Urban,13800,1
0.534,16802,155070,0,0,0,98.53,14,A,Rural,13800,1
0.031,23002,102050,0,0,0,98.29,21,B,Urban,7500,1
0.043,19360,36090,0,0,0,92.13,13,C,Urban,3300,1
0.117,19725,154620,0,0,0,98.86,10,D,Rural,7500,1
1,23000,225340,0,0,0,99.74,4,A,Rural,7500,1
0.031,29211,225070,0,0,0,99.89,12,A,Urban,11700,1
0.278,18265,351120,0,0,0,98.82,11,A,Urban,24300,1
0.085,11689,242560,0,0,0,99.7,8,A,Urban,9600,1
0.254,12417,117060,1,0,0,99.65,8,A,Rural,3300,1
0.016,23006,337540,0,0,0,98.97,9,A,Urban,32700,1
0.017,20082,180040,3,0,0,99.4,6,B,Urban,5400,1
0.009,27748,89630,0,0,0,98.86,18,A,Rural,5400,1
0.272,23005,180060,0,0,0,98.95,11,A,Rural,5400,1
0.924,13154,199310,0,0,0,99,10,A,Rural,3300,1
0.003,21913,125030,0,0,0,97.89,15,C,Urban,13800,1
0.568,15337,110650,1,0,1,98.59,11,D,Urban,1200,1
0.061,20445,472600,0,0,0,99.24,8,A,Urban,22200,1
0.017,22270,171050,0,0,0,99.53,13,A,Urban,7500,1
0,27384,212580,0,0,0,99.3,19,B,Rural,1200,1
0.677,10231,163550,0,0,0,98.95,11,D,Urban,7500,1
0.239,12788,135120,1,0,0,99.18,8,B,Urban,13800,1
0.654,18989,189120,0,0,0,98.87,11,D,Urban,5400,0
0.828,17900,225610,4,0,0,99.2,16,C,Urban,13800,0
0.112,22278,366720,0,0,0,99.56,9,D,Urban,15900,1
0,12055,187050,0,0,0,98.58,14,C,Urban,9600,1
0.413,24099,123050,1,1,0,99.45,9,A,Urban,1200,1
0,13876,105030,0,0,0,98.3,8,C,Urban,3300,1
0.234,17531,163530,0,0,0,99.22,12,B,Rural,7500,1
0.498,29206,90100,0,0,0,99.81,3,A,Urban,3300,1
0.427,22643,102060,0,0,0,99.37,8,B,Urban,7500,1
1,10959,137620,1,4,0,99.7,3,C,Rural,11700,1
0.421,17530,294070,0,0,0,99.48,7,B,Urban,13800,1
0.645,26651,34590,0,0,0,99.12,6,A,Urban,1200,1
0.133,23007,212560,1,0,0,98.92,16,A,Urban,11700,1
0.198,18628,186030,0,0,0,98.03,14,A,Urban,9600,1
0.175,20082,288050,2,0,0,99.28,13,A,Rural,1200,1
0,25198,75100,0,0,0,99.7,13,A,Rural,5700,1
0.761,26653,300060,2,0,0,99.05,19,A,Rural,26400,1
0.243,25561,522840,1,0,0,99.46,12,D,Urban,26400,1
0.052,21911,180070,0,0,0,99.85,15,B,Urban,7500,1
0.055,16430,240040,0,0,0,99.1,8,D,Urban,9600,1
0.027,22271,224170,0,0,0,99.77,12,A,Urban,22200,1
0,22642,212560,0,0,0,98.87,13,B,Rural,7500,1
0.482,21543,390110,0,0,0,99.25,19,A,Urban,26400,1
0.094,18622,1687610,0,0,0,99.76,13,D,Urban,60000,1
0.033,23740,37590,0,0,0,97.51,23,A,Urban,1200,1
0.844,9132,120030,0,0,0,97.32,15,B,Urban,9600,1
0.012,22643,165050,0,0,0,99.26,17,A,Urban,7500,1
0,14971,265120,0,0,0,98.52,16,B,Urban,15900,1
0.604,13514,215150,0,0,0,98.76,10,C,Rural,9600,1
0.758,10231,140260,0,0,0,99.5,8,A,Urban,13800,1
0.487,18992,342030,0,0,0,99.01,21,A,Urban,13800,1
0.004,23369,226860,0,0,0,98.96,13,A,Urban,11700,1
0.097,19355,502460,0,0,0,99.42,13,C,Rural,3300,1
0.006,21911,90070,0,0,0,99.64,7,A,Urban,7500,1
0,18258,170920,0,0,0,99.25,10,A,Rural,13800,1
0.057,24470,75040,0,0,0,99.33,8,A,Urban,1200,1
0.022,16071,106280,0,0,0,99.55,9,A,Urban,5400,1
0.606,20080,96090,0,0,0,99.41,9,C,Rural,3300,1
0.022,13885,130020,0,0,0,99.24,10,A,Urban,7500,1
0.151,14615,300030,0,0,0,99.18,29,E,Urban,15900,0
0.007,12781,360040,0,0,0,99.79,11,B,Rural,13800,1
0.002,12421,74420,0,0,0,98.87,8,A,Urban,7500,1
1,11695,127000,2,2,0,99.74,4,D,Rural,5400,0
0.103,23010,517580,0,0,0,99.36,6,D,Rural,45300,1
0.331,16067,240040,0,0,0,99.35,12,C,Rural,3300,1
0.125,17896,937550,0,0,0,99.38,10,C,Urban,45300,1
1,12787,92580,0,1,1,99.65,5,C,Urban,5700,1
0.77,23004,249640,1,0,0,98.55,17,B,Urban,9600,1
0.27,17164,272670,1,0,1,98.97,17,D,Urban,13800,1
0.06,15704,302600,0,0,0,99.15,14,B,Urban,20100,1
0.435,21178,97280,0,0,0,97.72,18,B,Urban,1200,1
0.904,16435,147120,0,1,0,99.83,10,A,Rural,18000,1
0.205,25191,136610,0,0,0,99.45,12,A,Urban,9600,0
0.008,29943,295770,0,0,0,99.89,11,A,Rural,18000,1
0.084,28842,120590,0,0,0,99.01,9,A,Urban,5400,1
0,16440,750090,0,0,0,99.4,7,A,Urban,11700,1
0.575,17168,185640,0,0,0,99.61,8,C,Rural,20100,1
0.015,17896,54100,0,0,0,96.83,10,D,Rural,1200,1
0.097,17533,140040,0,0,0,97,17,A,Urban,7500,1
0.123,27382,176610,0,0,0,99.75,5,A,Urban,11700,1
0.288,16065,114150,0,0,0,98.86,6,A,Rural,7500,1
1,11687,133090,0,0,0,99.22,5,C,Rural,1200,1
0.034,26660,344060,1,0,0,99.33,9,A,Urban,20100,1
0.806,13514,136460,0,1,0,98.52,14,C,Urban,1200,0
0.117,9504,74150,0,0,0,99.04,9,A,Urban,3300,1
0,25192,115560,0,0,0,99.08,13,A,Rural,1200,1
0.547,14975,114110,2,0,0,99.35,13,C,Rural,3300,1
0.698,14247,98930,0,0,1,99.37,4,B,Urban,5400,1
0.457,28111,225150,0,0,0,99.32,11,A,Rural,11700,1
0.006,13518,108100,0,0,0,97.89,8,A,Urban,5400,1
0.91,19359,106160,1,2,2,98.46,8,C,Rural,5400,0
0.016,11694,147060,0,0,0,99.71,8,A,Rural,13800,1
0.032,29211,217190,1,0,0,99.6,8,A,Rural,5400,1
0.301,20084,705050,0,0,0,98.97,13,B,Rural,28500,1
0.198,18257,294040,3,0,0,99.04,17,D,Urban,11700,1
0.034,18623,375130,0,0,0,99.4,10,A,Rural,26400,1
0.159,22641,174120,0,0,0,98.41,12,A,Urban,7500,1
0.235,19716,168560,0,0,0,99.7,12,B,Urban,9600,1
0.163,14248,212540,1,0,0,99.02,8,C,Urban,13800,1
0,9505,63150,0,0,0,99.32,6,A,Rural,5400,1
0,20820,275010,0,0,0,96.33,19,A,Rural,18000,1
0.676,10226,118460,0,0,0,98.69,12,A,Rural,5700,1
0.819,30670,180140,0,0,0,98.83,13,A,Rural,7500,1
0.244,15339,148570,0,0,0,99.89,3,C,Rural,9600,1
0.115,20082,315330,0,0,0,99.05,11,A,Urban,22200,1
0.431,21913,158750,0,0,0,99.06,14,C,Rural,3300,1
0.003,21545,217610,3,0,1,99.2,9,A,Urban,13800,0
0,20449,289780,0,0,0,99.72,7,C,Urban,20100,1
0.018,16798,96050,0,0,0,98.86,12,A,Rural,5400,1
0.611,17897,65460,0,0,0,98.1,7,A,Urban,5400,1
0.133,23739,98170,0,0,0,99.51,13,A,Urban,5400,1
0.536,12055,48080,0,0,0,98.09,6,C,Rural,3300,1
0.748,10961,195360,1,0,0,99.56,6,A,Rural,5400,1
0.042,24101,60100,0,0,0,96.13,21,A,Urban,5700,1
0.021,19350,157050,1,0,0,98.53,14,B,Rural,9600,1
0.168,22638,397240,0,0,0,98.71,18,B,Urban,5400,1
0.934,11688,103560,0,0,0,99.7,7,C,Urban,5400,0
0.106,16432,228120,0,0,0,99.23,9,B,Rural,26400,1
0.533,15336,195110,1,0,0,98.98,19,B,Urban,1200,1
0.053,17525,360120,0,0,0,98.97,11,B,Urban,22200,1
0.057,11693,120140,1,1,1,97.92,12,A,Urban,1200,1
0,24097,315120,0,0,0,99.89,15,A,Urban,22200,1
0.285,27382,62380,0,0,0,99.74,8,A,Rural,1200,1
0.666,21541,330090,0,0,0,99.39,13,B,Urban,15900,1
0.462,19350,117030,0,0,0,99.29,8,A,Rural,5400,1
0.065,17890,105260,0,0,0,98.51,21,C,Urban,1200,1
0.561,10595,143690,0,0,0,99.5,8,B,Rural,3300,1
0.278,10955,144060,0,0,0,99.58,8,A,Urban,11700,1
0.013,27755,150030,0,0,0,99.13,16,A,Rural,5400,1
0,10591,90140,0,0,0,99.45,9,A,Urban,1200,1
0.001,21546,137530,0,0,0,99.67,7,B,Urban,11700,1
0.036,10960,386560,0,0,0,98.92,17,A,Urban,22200,1
0.258,12781,137630,0,0,0,99.37,7,A,Urban,5400,1
0.008,31030,73140,0,0,0,99.89,8,A,Rural,1200,1
0.532,17893,66150,1,1,1,99.51,12,A,Urban,3300,1
0.026,21544,415870,0,0,0,99.17,28,C,Rural,26400,1
0,20812,129070,0,0,0,99.25,9,A,Urban,3300,1
0.321,14240,194390,1,0,0,98.26,16,C,Rural,11700,1
1,17897,292070,0,0,0,99.88,2,B,Urban,22200,1
0,23373,210110,0,0,0,NA,6,A,Urban,13800,1
0.033,22645,192780,0,0,0,99.38,13,A,Urban,15900,1
0.018,25929,275520,1,0,0,99.74,8,A,Urban,11700,1
0.941,9505,111470,0,0,0,99.44,8,A,Urban,7500,1
0.023,18628,276590,0,0,0,99.26,13,C,Urban,13800,1
0.991,17535,46470,0,0,0,97.92,6,C,Rural,5700,1
0.635,25191,195910,0,1,0,98.85,17,A,Rural,9600,1
0,23005,634780,0,0,1,99.31,7,A,Urban,36900,1
0.165,20816,130970,0,0,0,97.66,15,A,Urban,7500,1
0.681,21905,411110,0,0,0,99.47,14,B,Rural,18000,1
0.027,24827,362550,0,0,0,99.47,8,B,Urban,7500,1
0.542,15337,225140,0,0,0,99.23,7,C,Urban,11700,1
0.979,13518,450780,0,0,0,99.42,10,A,Rural,18000,1
1,12418,39130,0,0,1,99.32,3,C,Urban,1200,0
0.022,8773,24750,0,0,0,98.42,8,A,Urban,1200,1
0.002,20813,220100,0,0,0,98.64,17,B,Urban,13800,1
0.052,14247,185650,0,0,0,99.45,5,B,Urban,13800,1
0.201,23735,71740,0,0,0,98.73,8,A,Rural,1200,1
0.028,18991,115100,0,0,0,99.13,10,D,Rural,9600,1
0.352,15706,258940,0,0,0,99.33,10,B,Urban,1200,1
0.927,22275,240090,0,0,0,99.37,13,A,Urban,9600,1
0.035,17894,45990,0,0,0,99.23,5,B,Urban,3300,1
0.006,10229,72090,0,0,0,98.68,11,A,Urban,3300,1
0.049,22644,315100,0,0,0,99.37,11,B,Rural,13800,1
0.413,16439,302620,0,0,0,99.2,10,D,Urban,20100,1
0.37,11691,219240,0,0,0,99.08,8,A,Urban,11700,1
0.24,14608,270030,0,0,0,99.34,14,A,Urban,11700,1
0.029,24100,474330,0,0,0,99.54,8,B,Urban,57900,1
0.138,23004,143780,0,0,0,99.22,12,A,Urban,9600,1
0.021,13882,165150,0,0,0,99.22,8,C,Urban,9600,1
1,8406,68320,0,0,0,99.7,3,A,Urban,5700,1
0,15342,101390,0,0,0,NA,3,A,Urban,9600,1
0.053,15338,105140,1,0,0,99.88,5,D,Urban,5400,1
0.408,16072,157530,1,0,0,99.84,7,C,Urban,11700,1
0.881,22271,192270,1,0,0,98.96,18,A,Rural,1200,1
0.005,20818,291590,0,0,0,98.82,12,B,Rural,9600,1
0.916,22279,571950,0,0,0,99.33,11,A,Urban,9600,1
0.681,20081,253590,0,0,0,98.61,13,B,Rural,22200,1
0.177,23740,164470,0,0,0,97.96,16,A,Rural,5400,1
0.5,13879,84120,1,0,0,99.08,8,A,Urban,1200,1
0.11,20811,375050,0,0,0,99.39,18,C,Rural,41100,1
0.42,14977,287550,0,0,0,98.73,11,A,Rural,13800,1
0,14244,180150,0,0,0,98.96,14,B,Urban,7500,1
0.152,19355,106260,0,0,0,99.6,12,A,Rural,9600,1
0.396,27749,324340,0,0,0,99.14,12,B,Urban,34800,1
0.721,9131,93910,0,4,1,99.44,7,C,Rural,1200,1
0.514,22274,69050,0,1,1,99.86,7,A,Rural,3300,1
0.472,18628,279050,0,0,0,99.09,8,C,Urban,32700,1
0,12060,382610,1,0,0,98.6,7,A,Urban,20100,0
0,8403,26980,0,0,0,NA,4,A,Urban,3300,1
0.023,26294,49030,0,0,0,99.28,9,A,Urban,5700,1
0.991,10592,118320,0,0,0,98.89,9,A,Urban,3300,1
0.652,18990,107300,1,0,0,99.4,9,A,Urban,9600,1
1,10959,117060,0,0,0,NA,3,B,Rural,5400,1
0.231,29215,115260,0,0,0,99.47,6,A,Rural,7500,1
0.005,20082,205110,0,0,0,99.88,6,A,Urban,5400,1
0.311,14972,99740,0,0,0,99.72,7,A,Rural,3300,1
0.753,12050,72120,0,0,0,99.12,8,B,Rural,5700,1
1,16439,210870,0,0,0,98.77,9,A,Urban,11700,1
0.976,21912,156130,4,1,0,98.4,14,C,Urban,5400,0
0.287,21541,84050,0,0,0,98.37,8,A,Urban,1200,1
0.646,25560,209350,0,0,0,97.64,14,B,Rural,9600,1
0.066,15342,105140,0,0,0,99.07,9,A,Urban,5400,1
0.153,22642,383460,0,0,0,99.27,11,C,Urban,20100,1
0.031,15338,120030,0,0,0,99.89,7,A,Rural,5700,1
1,10961,94600,0,0,0,99.65,4,A,Urban,3300,1
0.201,23736,180030,0,0,0,99.66,6,B,Rural,7500,1
0.06,15342,282130,0,0,0,98.96,11,D,Urban,3300,1
0.042,9502,54030,0,0,0,98.74,8,A,Urban,5700,1
0.039,19718,144080,0,0,0,99.65,17,A,Rural,18000,1
0.694,14613,171070,1,1,0,99.27,6,B,Urban,11700,1
0.005,9861,75090,0,0,0,98.94,10,A,Urban,5400,1
0.127,21910,270090,2,0,0,99.06,15,C,Rural,11700,1
0.314,15710,297830,0,0,0,98.86,8,D,Urban,11700,1
0.399,20452,291050,0,0,0,99.09,13,A,Rural,1200,1
0.262,30305,60590,0,0,1,99.83,3,A,Rural,3300,1
0.465,21178,173800,0,0,0,98.64,16,B,Rural,1200,1
0.744,17529,86490,0,0,0,99.17,7,A,Rural,5700,1
0,8400,105120,0,0,0,NA,3,B,Rural,3300,1
